"","축제명","축제시작일자","축제종료일자","주소","LON","LAT","gigan","bigo","mm","yy","day_week"
"983","봉산미술제",2018-10-10,2018-10-16,"대구광역시",35.863797,128.596776,7,"50일미만",10,2018,"수"
"984","제2회 북성로 축제",2018-10-20,2018-10-21,"대구광역시",35.874676,128.591662,2,"50일미만",10,2018,"토"
"985","향촌동수제화골목 2018년「빨간구두 이야기」",2018-10-13,2018-10-14,"대구광역시",35.872928,128.592447,2,"50일미만",10,2018,"토"
"986","김광석추모콘서트",2019-01-06,2019-01-06,"대구광역시",35.86143308,128.606826,1,"1일",1,2019,"일"
"987","봉산도자기축제",2019-04-19,2019-04-21,"대구광역시",35.863797,128.596776,3,"50일미만",4,2019,"금"
"988","2019 대구약령시한방문화축제",2019-05-02,2019-05-06,"대구광역시",35.867194,128.593426,5,"50일미만",5,2019,"목"
"989","동성로축제",2019-05-10,2019-05-12,"대구광역시",35.869181,128.595424,3,"50일미만",5,2019,"금"
"990","대구스트리트 모터 페스티벌",2019-05-18,2019-05-19,"대구광역시",35.857551,128.588345,2,"50일미만",5,2019,"토"
"991","대구 문화제 야행",2019-08-23,2019-08-24,"대구광역시",35.868839,128.589995,2,"50일미만",8,2019,"금"
"992","김광석노래부르기",2019-09-21,2019-09-21,"대구광역시",35.856117,128.616238,1,"1일",9,2019,"토"
"993","2019 여주오곡나루축제(취소)",2019-10-17,2019-10-20,"경기도",37.30014172,127.6545493,4,"50일미만",10,2019,"목"
"994","용전들노래 가을걷이 한마당",2019-10-26,2019-10-26,"광주광역시",35.23893658,126.8973084,1,"1일",10,2019,"토"
"995","제21회 용전들노래 정기공연",2019-07-27,2019-07-27,"광주광역시",35.23893658,126.8973084,1,"1일",7,2019,"토"
"996","해맞이축제",2019-01-01,2019-01-01,"서울특별시",37.58138626,126.8054465,1,"1일",1,2019,"화"
"997","개화산 봄꽃축제",2019-04-20,2019-04-20,"서울특별시",37.58093172,126.8141197,1,"1일",4,2019,"토"
"998","우장산 신록축제",2019-05-25,2019-05-25,"서울특별시",37.55343651,126.8436485,1,"1일",5,2019,"토"
"999","한여름 밤의 페스티벌",2019-08-31,2019-08-31,"서울특별시",37.53838161,126.857063,1,"1일",8,2019,"토"
"1000","허준축제",2019-10-11,2019-10-13,"서울특별시",37.56759867,126.8537291,3,"50일미만",10,2019,"금"
"1001","꽃지저녁노을축제",2018-12-31,2019-12-31,"충청남도",36.502448,126.335462,366,"1년이상",12,2018,"월"
"1002","백화산 해맞이 행사",2018-01-01,2019-01-01,"충청남도",36.76786466,126.3017087,366,"1년이상",1,2018,"월"
"1003","연포 해맞이 행사",2018-01-01,2019-01-01,"충청남도",36.69434027,126.2102393,366,"1년이상",1,2018,"월"
"1004","2016 광복기념음악회",2016-08-15,2016-08-15,"경기도",37.38528888,126.9076745,1,"1일",8,2016,"월"
"1005","2014 안양 아줌마축제",2014-08-30,2014-08-31,"경기도",37.39013727,126.9613302,2,"50일미만",8,2014,"토"
"1006","2015 안양 시민축제",2015-10-02,2015-10-04,"경기도",37.39013727,126.9613302,3,"50일미만",10,2015,"금"
"1007","2015 안양 아줌마축제",2015-05-30,2015-05-31,"경기도",37.39013727,126.9613302,2,"50일미만",5,2015,"토"
"1008","2016 안양 시민축제",2016-09-24,2016-09-25,"경기도",37.39013727,126.9613302,2,"50일미만",9,2016,"토"
"1009","2016 안양 아줌마축제",2016-05-28,2016-05-29,"경기도",37.39013727,126.9613302,2,"50일미만",5,2016,"토"
"1010","2016 제5회 안양공공예술프로젝트",2016-10-15,2016-12-15,"경기도",37.4194056,126.925606,62,"50일이상",10,2016,"토"
"1011","2014 안양시민축제",2014-09-26,2014-09-28,"경기도",37.39013727,126.9613302,3,"50일미만",9,2014,"금"
"1012","2017 안양충훈벚꽃축제",2017-04-07,2017-04-09,"경기도",37.40461526,126.8961574,3,"50일미만",4,2017,"금"
"1013","2017 안양 아줌마축제",2017-05-27,2017-05-28,"경기도",37.39013727,126.9613302,2,"50일미만",5,2017,"토"
"1014","2017 광복기념음악회",2017-08-15,2017-08-15,"경기도",37.38458779,126.9313651,1,"1일",8,2017,"화"
"1015","2017 안양 시민축제",2017-09-15,2017-09-17,"경기도",37.39013727,126.9613302,3,"50일미만",9,2017,"금"
"1016","2018 안양충훈벚꽃축제",2018-04-07,2018-04-15,"경기도",37.40461526,126.8961574,9,"50일미만",4,2018,"토"
"1017","2018 안양여성축제",2018-05-12,2018-05-13,"경기도",37.39013727,126.9613302,2,"50일미만",5,2018,"토"
"1018","2018 광복기념음악회",2018-08-15,2018-08-15,"경기도",37.38528888,126.9076745,1,"1일",8,2018,"수"
"1019","2018 안양 시민축제",2018-09-14,2018-09-16,"경기도",37.39013727,126.9613302,3,"50일미만",9,2018,"금"
"1020","2019 안양충훈벚꽃축제",2019-04-05,2019-04-07,"경기도",37.40461526,126.8961574,3,"50일미만",4,2019,"금"
"1021","2019 안양여성축제",2019-05-18,2019-05-19,"경기도",37.39013727,126.9613302,2,"50일미만",5,2019,"토"
"1022","2019 광복기념음악회",2019-08-15,2019-08-15,"경기도",37.38528888,126.9076745,1,"1일",8,2019,"목"
"1023","2019 안양 시민축제",2019-09-20,2019-09-22,"경기도",37.39013727,126.9613302,3,"50일미만",9,2019,"금"
"1024","정월대보름 달맞이 행사",2019-02-19,2019-02-19,"대구광역시",35.86471972,128.7142948,1,"1일",2,2019,"화"
"1025","팔공산 단풍축제",2019-10-01,2019-10-31,"대구광역시",35.98991385,128.6970594,31,"50일미만",10,2019,"화"
"1026","팔공산 벚꽃축제",2019-04-05,2019-04-09,"대구광역시",35.98991385,128.6970594,5,"50일미만",4,2019,"금"
"1027","용암산성 옥샘문화재",2019-10-01,2019-10-31,"대구광역시",35.90997576,128.65013,31,"50일미만",10,2019,"화"
"1030","윤봉길평화축제",2020-04-29,2020-04-30,"충청남도",36.6865377,126.6513825,2,"50일미만",4,2020,"수"
"1031","예산장터삼국축제",2020-10-16,2020-10-22,"충청남도",36.67611933,126.8479256,7,"50일미만",10,2020,"금"
"1032","보물섬남해 설천참굴축제",2019-12-29,2020-01-02,"경상남도",34.92471051,127.9139368,5,"50일미만",12,2019,"일"
"1033","상주해돋이&물메기축제",2019-12-31,2020-01-01,"경상남도",34.72221206,127.9874449,2,"50일미만",12,2019,"화"
"1034","가천다랭이마을해맞이행사",2020-01-01,2020-01-01,"경상남도",34.7275136,127.8940684,1,"1일",1,2020,"수"
"1035","장미축제",2019-05-31,2019-06-02,"강원도",37.3468572,127.9303177,3,"50일미만",5,2019,"금"
"1036","남한강 물축제",2019-07-27,2019-07-28,"강원도",37.2060766,127.7482256,2,"50일미만",7,2019,"토"
"1037","원주 용수골 꽃 양귀비축제",2019-05-25,2019-06-09,"강원도",37.2839426,127.9404457,16,"50일미만",5,2019,"토"
"1038","원주 다이내믹 댄싱카니발",2019-09-03,2019-09-08,"강원도",37.336428,127.9462616,6,"50일미만",9,2019,"화"
"1039","원주 한지문화제",2019-05-02,2019-05-06,"강원도",37.33437725,127.9353773,5,"50일미만",5,2019,"목"
"1040","제22회 보령머드축제",2019-07-19,2019-07-28,"충청남도",36.304496,126.517026,10,"50일미만",7,2019,"금"
"1041","제20회 만세보령문화제",2018-10-05,2018-10-06,"충청남도",36.332811,126.6120001,2,"50일미만",10,2018,"금"
"1042","제21회 무창포 신비의 바닷길 축제",2019-08-30,2019-09-01,"충청남도",36.244576,126.536544,3,"50일미만",8,2019,"금"
"1043","2019 대천겨울바다 사랑축제",2019-12-24,2019-12-28,"충청남도",36.304496,126.517026,5,"50일미만",12,2019,"화"
"1044","제23회 보령머드축제",2020-07-17,2020-07-26,"충청남도",36.304496,126.517026,10,"50일미만",7,2020,"금"
"1045","송년불꽃축제",2019-12-31,2019-12-31,"경상남도",34.86591448,128.7245182,1,"1일",12,2019,"화"
"1054","바다로 세계로",2019-08-01,2019-08-04,"경상남도",34.88052883,128.6208143,4,"50일미만",8,2019,"목"
"1055","블루거제페스티벌",2019-07-31,2019-08-02,"경상남도",34.86717826,128.7233592,3,"50일미만",7,2019,"수"
"1058","거제 섬꽃축제",2019-10-26,2019-11-03,"경상남도",34.85656738,128.579596,9,"50일미만",10,2019,"토"
"1060","달맞이축제",2019-02-19,2019-02-19,"강원도",38.1063244,127.981517,1,"1일",2,2019,"화"
"1061","곰취축제",2019-05-04,2019-05-06,"강원도",38.1063244,127.981517,3,"50일미만",5,2019,"토"
"1062","도솔산지구전투 전승행사",2019-06-15,2019-06-15,"강원도",38.1063244,127.981517,1,"1일",6,2019,"토"
"1063","배꼽축제",2019-08-02,2019-08-04,"강원도",38.1063244,127.981517,3,"50일미만",8,2019,"금"
"1068","제19회 사상전통달집놀이",2019-02-19,2019-02-19,"부산광역시",35.1688207,128.9764729,1,"1일",2,2019,"화"
"1069","제11회 삼락벚꽃축제",2019-03-31,2019-03-31,"부산광역시",35.1688207,128.9764729,1,"1일",3,2019,"일"
"1070","제18회 사상강변축제",2019-03-30,2019-03-31,"부산광역시",35.1688207,128.9764729,2,"50일미만",3,2019,"토"
"1071","감악문화축제",2019-09-08,2019-09-08,"경기도",37.89321812,126.9745793,1,"1일",9,2019,"일"
"1072","2019 양주 천만송이 천일홍 축제",2019-09-21,2019-09-22,"경기도",37.785795,127.081833,2,"50일미만",9,2019,"토"
"1073","남양주다산문화제",2017-09-15,2017-09-17,"경기도",37.517002,127.299253,3,"50일미만",9,2017,"금"
"1074","울진대게와 붉은대게 축제",2019-02-28,2019-03-03,"경상북도",36.968686,129.401084,4,"50일미만",2,2019,"목"
"1076","울진금강송송이축제와 친환경농산물축제",2019-10-03,2019-10-06,"경상북도",36.968686,129.401084,4,"50일미만",10,2019,"목"
"1077","성류문화제",2019-10-11,2019-10-13,"경상북도",36.957175,129.379074,3,"50일미만",10,2019,"금"
"1078","함백산야생화축제",2017-07-29,2017-08-05,"강원도",37.14853562,128.898962,8,"50일미만",7,2017,"토"
"1079","민둥산억새꽃축제",2017-09-22,2017-10-29,"강원도",37.25494758,128.779595,38,"50일미만",9,2017,"금"
"1080","정선아리랑제",2017-09-29,2017-10-02,"강원도",37.38024298,128.6602287,4,"50일미만",9,2017,"금"
"1081","2018 정선고드름축제",2018-02-07,2018-02-25,"강원도",37.37998163,128.6650479,19,"50일미만",2,2018,"수"
"1082","2019 안성맞춤 남사당 바우덕이축제",2019-10-02,2019-10-06,"경기도",37.03286724,127.3078041,5,"50일미만",10,2019,"수"
"1083","도리사 해맞이 행사",2019-01-01,2019-01-01,"경상북도",36.255674,128.3991718,1,"1일",1,2019,"화"
"1084","3.1운동 애국지사 최재화 목사 추모행사",2019-03-01,2019-03-01,"경상북도",36.22608252,128.369204,1,"1일",3,2019,"금"
"1086","선산 비봉 민속축제",2019-05-04,2019-05-04,"경상북도",36.24820016,128.2950621,1,"1일",5,2019,"토"
"1087","부처님 오신날 맞이 도리사 연등 축제",2019-05-12,2019-05-12,"경상북도",36.255674,128.3991718,1,"1일",5,2019,"일"
"1088","부처님 오신날 맞이 보천사 연등 축제",2019-05-12,2019-05-12,"경상북도",36.20338154,128.373552,1,"1일",5,2019,"일"
"1089","제11회 구미시민 녹색자전거 대행진",2019-09-21,2019-09-21,"경상북도",36.099427,128.4017505,1,"1일",9,2019,"토"
"1090","의령 가례 밭미나리 축제",2019-03-02,2019-03-10,"경상남도",35.3334922,128.2455004,9,"50일미만",3,2019,"토"
"1091","제47회의병제전",2019-04-18,2019-04-21,"경상남도",35.31557358,128.2674987,4,"50일미만",4,2019,"목"
"1092","제20회 한우산 철쭉제",2019-04-28,2019-04-28,"경상남도",35.42680807,128.2132993,1,"1일",4,2019,"일"
"1093","풍암골 신암마을 당산제",2020-02-19,2020-02-19,"광주광역시",35.123999,126.8794277,1,"1일",2,2020,"수"
"1094","서구민한가족대축제",2020-05-01,2020-05-01,"광주광역시",35.15339511,126.8410975,1,"1일",5,2020,"금"
"1095","전국 애송시 낭송대회",2020-05-01,2020-05-30,"광주광역시",35.13196581,126.8598511,30,"50일미만",5,2020,"금"
"1096","만드리 풍년제",2020-07-01,2020-07-30,"광주광역시",35.1071746,126.8231387,30,"50일미만",7,2020,"수"
"1097","영산강 서창들녁 억새축제",2020-10-01,2020-10-30,"광주광역시",35.13849504,126.828739,30,"50일미만",10,2020,"목"
"1098","서구여성합창단 정기 연주회",2020-11-01,2020-11-30,"광주광역시",35.15202894,126.890113,30,"50일미만",11,2020,"일"
"1099","인천개항장문화재야행",2019-06-15,2019-06-16,"인천광역시",37.47408104,126.6213401,2,"50일미만",6,2019,"토"
"1100","인천개항장문화재야행",2019-09-07,2019-09-08,"인천광역시",37.47408104,126.6213401,2,"50일미만",9,2019,"토"
"1101","제물포 문화선교축제",2019-04-05,2019-04-05,"인천광역시",37.47457903,126.6226671,1,"1일",4,2019,"금"
"1105","구민의 날 문화불꽃축제",2019-09-28,2019-09-28,"인천광역시",37.47457903,126.6226671,1,"1일",9,2019,"토"
"1106","연안부두 축제",2019-10-01,2019-10-31,"인천광역시",37.45413694,126.607164,31,"50일미만",10,2019,"화"
"1108","향수옥천 포도복숭아축제",2019-07-26,2019-07-28,"충청북도",36.30238347,127.5736891,3,"50일미만",7,2019,"금"
"1109","감자옥수수 축제",2019-07-13,2019-07-14,"충청북도",36.39273698,127.6597819,2,"50일미만",7,2019,"토"
"1110","옥천깻잎축제",2019-06-08,2019-06-08,"충청북도",36.2784587,127.5275736,1,"1일",6,2019,"토"
"1111","제26회 대덕제 대구 앞산빨래터 축제",2019-04-27,2019-04-28,"대구광역시",35.831799,128.5645966,2,"50일미만",4,2019,"토"
"1113","평창송어축제",2018-12-22,2019-01-27,"강원도",37.633141,128.556979,37,"50일미만",12,2018,"토"
"1114","대관령눈꽃축제",2019-01-18,2019-01-27,"강원도",37.670709,128.704625,10,"50일미만",1,2019,"금"
"1115","평창더위사냥축제",2019-07-26,2019-08-04,"강원도",37.5029817,128.4509361,10,"50일미만",7,2019,"금"
"1116","평창효석문화제",2019-09-07,2019-09-15,"강원도",37.6140307,128.3715931,9,"50일미만",9,2019,"토"
"1117","평창백일홍축제",2019-09-06,2019-09-15,"강원도",37.367265,128.3945387,10,"50일미만",9,2019,"금"
"1118","오대산문화축전",2019-10-02,2019-10-06,"강원도",37.7341253,128.5877722,5,"50일미만",10,2019,"수"
"1119","곡성세계장미축제",2019-05-17,2019-05-26,"전라남도",35.2780945,127.3074651,10,"50일미만",5,2019,"금"
"1120","곡성심청축제",2019-10-03,2019-10-06,"전라남도",35.2768226,127.307299,4,"50일미만",10,2019,"목"
"1121","당항포대첩축제",2019-04-26,2019-04-28,"경상남도",35.05322615,128.3920276,3,"50일미만",4,2019,"금"
"1122","K-POP광장 야외시네마",2019-04-26,2019-10-04,"서울특별시",37.51182328,127.0591597,162,"50일이상",4,2019,"금"
"1124","K-POP 뮤직페스티벌",2019-05-30,2019-10-03,"서울특별시",37.51182328,127.0591597,127,"50일이상",5,2019,"목"
"1125","2019 강남페스티벌 패션쇼",2019-09-28,2019-09-29,"서울특별시",37.51182328,127.0591597,2,"50일미만",9,2019,"토"
"1126","2019 강남페스티벌",2019-09-26,2019-10-05,"서울특별시",37.51182328,127.0591597,10,"50일미만",9,2019,"목"
"1127","C-festival 2019",2019-05-02,2019-05-06,"서울특별시",37.51182328,127.0591597,5,"50일미만",5,2019,"목"
"1128","롤링나이트 2019",2019-06-05,2019-06-30,"서울특별시",37.51182328,127.0591597,26,"50일미만",6,2019,"수"
"1130","영도구룡축제",2019-03-30,2019-03-30,"부산광역시",35.0749124,129.0684034,1,"1일",3,2019,"토"
"1131","동삼풍어제",2019-04-05,2019-04-05,"부산광역시",35.06937472,129.0809397,1,"1일",4,2019,"금"
"1132","발복기원제",2019-06-11,2019-06-11,"부산광역시",35.0819541,129.0552017,1,"1일",6,2019,"화"
"1133","제14회 수국꽃 문화축제",2019-06-29,2019-07-07,"부산광역시",35.05597301,129.0897518,9,"50일미만",6,2019,"토"
"1134","제27회 영도다리축제",2019-10-11,2019-10-13,"부산광역시",35.09449915,129.0391352,3,"50일미만",10,2019,"금"
"1135","제18회 합천벚꽃마라톤대회",2019-04-01,2019-04-01,"경상남도",35.56233059,128.1507189,1,"1일",4,2019,"월"
"1136","제35회 대야문화제",2019-09-07,2019-09-10,"경상남도",35.56452275,128.1694128,4,"50일미만",9,2019,"토"
"1137","제23회 황매산철쭉제",2019-04-28,2019-05-13,"경상남도",35.480966,127.984829,16,"50일미만",4,2019,"일"
"1138","고스트파크",2019-07-27,2019-08-19,"경상남도",35.54877253,128.0728984,24,"50일미만",7,2019,"토"
"1139","2019합천 바캉스축제",2019-07-27,2019-07-31,"경상남도",35.5568785,128.1668246,5,"50일미만",7,2019,"토"
"1140","현인가요제",2019-08-01,2019-08-04,"부산광역시",35.07682117,129.0180502,4,"50일미만",8,2019,"목"
"1141","부산고등어축제",2019-10-25,2019-10-27,"부산광역시",35.07682117,129.0180502,3,"50일미만",10,2019,"금"
"1142","아산성웅이순신축제",2019-04-24,2019-04-28,"충청남도",36.78074391,127.0022181,5,"50일미만",4,2019,"수"
"1143","신정호 별빛축제",2019-08-01,2019-08-10,"충청남도",36.77260735,126.9831403,10,"50일미만",8,2019,"목"
"1144","설화예술제",2019-09-27,2019-09-29,"충청남도",36.77260735,126.9831403,3,"50일미만",9,2019,"금"
"1145","도고 코미디 핫 페스트 IN 아산",2018-09-28,2018-09-30,"충청남도",36.76551565,126.8879982,3,"50일미만",9,2018,"금"
"1146","짚풀문화제",2019-10-11,2019-10-13,"충청남도",36.73099329,127.014409,3,"50일미만",10,2019,"금"
"1150","울산옹기축제",2020-05-01,2020-05-05,"울산광역시",35.435069,129.2795088,5,"50일미만",5,2020,"금"
"1152","울주세계산악영화제",2020-04-03,2020-04-07,"울산광역시",35.556348,129.067604,5,"50일미만",4,2020,"금"
"1153","간절곶해맞이",2019-12-31,2020-01-01,"울산광역시",35.35903711,129.3606753,2,"50일미만",12,2019,"화"
"1154","제22회 무안연꽃축제",2018-08-09,2018-08-12,"전라남도",34.86008849,126.5298962,4,"50일미만",8,2018,"목"
"1155","2018 무안황토갯벌축제",2018-09-07,2018-09-09,"전라남도",35.103769,126.332198,3,"50일미만",9,2018,"금"
"1156","광양매화축제",2019-03-08,2019-03-17,"전라남도",34.94063056,127.6959675,10,"50일미만",3,2019,"금"
"1157","백운산국사봉철쭉축제",2019-04-01,2019-04-01,"전라남도",34.98936299,127.7001825,1,"1일",4,2019,"월"
"1158","광양전어축제",2019-09-01,2019-09-01,"전라남도",34.97164706,127.7587907,1,"1일",9,2019,"일"
"1159","광양숯불구이축제",2019-10-01,2019-10-01,"전라남도",34.9733415,127.5810489,1,"1일",10,2019,"화"
"1160","은평누리축제",2019-10-03,2019-10-05,"서울특별시",37.59861742,126.9158455,3,"50일미만",10,2019,"목"
"1161","인디스트리트 생활음악페스티벌''뮤직스트릿 파티''",2019-08-30,2019-08-31,"서울특별시",37.59861742,126.9158455,2,"50일미만",8,2019,"금"
"1162","천안흥타령춤축제",2019-09-25,2019-09-29,"충청남도",36.78224776,127.1671385,5,"50일미만",9,2019,"수"
"1163","대학가요제 및 연합축제",2019-10-01,2019-10-01,"충청남도",36.81809858,127.1557889,1,"1일",10,2019,"화"
"1164","천안예술제",2019-10-12,2019-10-14,"충청남도",36.82604873,127.1621045,3,"50일미만",10,2019,"토"
"1165","입장거봉포도축제",2019-09-09,2019-09-10,"충청남도",36.91362961,127.2197586,2,"50일미만",9,2019,"월"
"1166","천안성환배축제",2019-10-27,2019-10-27,"충청남도",36.91293937,127.1369272,1,"1일",10,2019,"일"
"1167","천안호두축제",2019-10-13,2019-10-14,"충청남도",36.67384688,127.0538805,2,"50일미만",10,2019,"일"
"1168","천안북면위례벚꽃축제",2019-04-14,2019-04-15,"충청남도",36.78865255,127.2580713,2,"50일미만",4,2019,"일"
"1169","천안춤영화제",2019-09-06,2019-09-08,"충청남도",36.80861267,127.1522554,3,"50일미만",9,2019,"금"
"1170","정월대보름축제",2019-02-19,2019-03-02,"강원도",37.849584,127.7436448,12,"50일미만",2,2019,"화"
"1171","춘천마임축제",2019-05-26,2019-06-02,"강원도",37.87309646,127.7278377,8,"50일미만",5,2019,"일"
"1172","춘천연극제",2019-06-15,2019-06-22,"강원도",37.88237557,127.731333,8,"50일미만",6,2019,"토"
"1173","소양강문화제",2019-09-26,2019-09-28,"강원도",37.849584,127.7436448,3,"50일미만",9,2019,"목"
"1174","춘천인형극제",2019-09-28,2019-10-03,"강원도",37.9210964,127.7201052,6,"50일미만",9,2019,"토"
"1175","김유정추모제",2019-03-29,2019-03-29,"강원도",37.81831318,127.717698,1,"1일",3,2019,"금"
"1176","봄내예술제",2019-05-10,2019-05-29,"강원도",37.88252734,127.731333,20,"50일미만",5,2019,"금"
"1177","춘천인음악회",2019-06-29,2019-06-29,"강원도",37.8564737,127.7467644,1,"1일",6,2019,"토"
"1178","전국관악경연대회",2019-08-20,2019-08-22,"강원도",37.8785527,127.7260249,3,"50일미만",8,2019,"화"
"1179","전국합창경연대회",2019-08-23,2019-08-24,"강원도",37.8785527,127.7260249,2,"50일미만",8,2019,"금"
"1180","마임교실 운영지원",2019-05-07,2019-09-06,"강원도",37.8734185,127.7278377,123,"50일이상",5,2019,"화"
"1181","문화의거리 문화한마당",2019-08-17,2019-09-07,"강원도",37.8734185,127.7278377,22,"50일미만",8,2019,"토"
"1182","2019 무한청춘 페스티벌",2019-09-06,2019-09-08,"강원도",37.87261489,127.7293399,3,"50일미만",9,2019,"금"
"1183","춘천국제고음악제",2019-09-21,2019-09-28,"강원도",37.8774474,127.7288095,8,"50일미만",9,2019,"토"
"1184","강원아트페어춘천전",2019-06-11,2019-06-16,"강원도",37.8824701,127.731333,6,"50일미만",6,2019,"화"
"1185","김유정문학제",2019-10-01,2019-10-08,"강원도",37.81831318,127.717698,8,"50일미만",10,2019,"화"
"1186","춘천가족음악축제",2019-09-21,2019-09-22,"강원도",37.86760654,127.7216035,2,"50일미만",9,2019,"토"
"1187","제27회 화도진축제",2016-05-20,2016-05-21,"인천광역시",37.476747,126.632239,2,"50일미만",5,2016,"금"
"1188","제28회 화도진축제",2017-05-19,2017-05-20,"인천광역시",37.476747,126.632239,2,"50일미만",5,2017,"금"
"1189","제29회 화도진축제",2018-05-18,2018-05-19,"인천광역시",37.476747,126.632239,2,"50일미만",5,2018,"금"
"1190","제30회 화도진축제",2019-05-10,2019-05-11,"인천광역시",37.476747,126.632239,2,"50일미만",5,2019,"금"
"1191","동구문화예술한마당&막걸리페스티벌",2019-11-02,2019-11-22,"인천광역시",37.476747,126.632239,21,"50일미만",11,2019,"토"
